PO_Item_Code,Ordered,Unit_Cost,Department_Name,Department_Code,Order_Date
71-00572,1.0,219.4,026403 Mechanicals,026403,2024-08-16
22-50090,2.0,51.4,026401 Electricians,026401,2024-05-28
71-00539,1.0,4.22,026403 Mechanicals,026403,2024-06-13
35-10658S,3.0,3.25,026804 Stores,026804,2025-04-07
35-10222K,1.0,8.84,026804 Stores,026804,2025-04-07
35-10261K,2.0,7.24,026804 Stores,026804,2025-04-07
35-10553K,2.0,3.6,026804 Stores,026804,2025-04-07
71-00683,2.0,468.8527,026403 Mechanicals,026403,2025-04-15
15-26767,30.0,7.2,026400 Carpenters,026400,2024-07-29
30-24525,30.0,20.02,026803 Custodial Services,026803,2024-08-28
91-00345,1.0,40.16,026809 Preventive Maintenance,026809,2024-10-16
59-10270S,10.0,5.382,026404 Plumbing,026404,2024-06-24
55-54596S,10.0,6.36,026404 Plumbing,026404,2024-06-24
71-00579,1.0,394.14,026403 Mechanicals,026403,2024-08-23
58-00420,4.0,4.12,026404 Plumbing,026404,2024-11-13
35-51458K,2.0,1.87,026804 Stores,026804,2025-04-07
22-12637,1.0,2782.0,026401 Electricians,026401,2024-07-19
30-10495S,5.0,145.01,026803 Custodial Services,026803,2024-10-30
35-54010,8.0,90.93,026803 Custodial Services,026803,2024-08-12
15-10627,4.0,56.0,026400 Carpenters,026400,2024-10-21
59-11663,1.0,299.9568,026403 Mechanicals,026403,2024-09-30
90-11006,3.0,66.41,026809 Preventive Maintenance,026809,2024-11-13
58-11941S,24.0,5.17,026404 Plumbing,026404,2024-11-13
91-00347S,6.0,61.6,026809 Preventive Maintenance,026809,2024-11-18
91-00375,40.0,36.01,026809 Preventive Maintenance,026809,2025-02-11
91-00347S,8.0,63.15,026809 Preventive Maintenance,026809,2025-02-11
35-20521K,4.0,4.65,026804 Stores,026804,2025-03-26
71-00580,2.0,393.487,026403 Mechanicals,026403,2024-09-11
71-00599,1.0,165.0,026403 Mechanicals,026403,2024-12-06
25-10103,2.0,1478.59,026401 Electricians,026401,2024-06-19
91-00326,1.0,233.31,026809 Preventive Maintenance,026809,2024-06-12
35-10784,2.0,21.85,026804 Stores,026804,2025-05-05
20-11085,3.0,24.0036,026401 Electricians,026401,2024-07-23
20-10017S,50.0,0.9286,026401 Electricians,026401,2024-09-24
20-10374,10.0,4.83,026401 Electricians,026401,2024-09-24
22-11820,1.0,98.92,026401 Electricians,026401,2024-09-24
22-11490S,50.0,0.9414,026401 Electricians,026401,2024-09-24
22-12916,1.0,134.0,026401 Electricians,026401,2024-09-30
20-10393,100.0,3.8411,026401 Electricians,026401,2024-12-19
20-11242,10.0,23.68,026401 Electricians,026401,2024-12-19
22-50320,25.0,9.96,026401 Electricians,026401,2024-12-19
22-12940,5.0,98.56,026401 Electricians,026401,2025-01-10
22-12346S,250.0,1.8741,026401 Electricians,026401,2025-01-29
71-12509,1.0,138.22,026403 Mechanicals,026403,2025-03-07
71-00657,1.0,969.6,026403 Mechanicals,026403,2025-03-04
30-10815,250.0,2.23,026803 Custodial Services,026803,2024-07-29
35-12487,1.0,1137.08,026403 Mechanicals,026403,2024-09-17
20-12320,1.0,951.22,026401 Electricians,026401,2024-06-05
95-11001S,1.0,444.02,026809 Preventive Maintenance,026809,2024-06-19
55-54551S,6.0,1.81,026404 Plumbing,026404,2025-03-03
71-00685,1.0,77.22,026403 Mechanicals,026403,2025-04-15
58-00392,1.0,84.33,026404 Plumbing,026404,2024-06-26
59-10357S,9.0,9.82,026404 Plumbing,026404,2024-07-23
15-10999,18.0,4.52,026400 Carpenters,026400,2024-08-21
30-23520,100.0,11.18,026803 Custodial Services,026803,2024-08-28
90-10269,2.0,61.16,026809 Preventive Maintenance,026809,2024-08-27
90-11842K,4.0,13.81,026809 Preventive Maintenance,026809,2024-12-20
44-10173S,1.0,8.95,026402 Painters,026402,2025-02-25
35-11490,1.0,85.0,026401 Electricians,026401,2024-09-30
90-11509K,2.0,9.96,026809 Preventive Maintenance,026809,2024-12-20
90-11240K,5.0,28.62,026809 Preventive Maintenance,026809,2024-12-20
22-11187,1.0,609.07,026401 Electricians,026401,2025-01-29
90-52048,2.0,95.72,026809 Preventive Maintenance,026809,2025-02-04
15-26651,1.0,7.83,026400 Carpenters,026400,2024-10-07
59-10272S,1.0,2.36,026404 Plumbing,026404,2024-12-11
59-12118S,10.0,1.52,026404 Plumbing,026404,2024-12-11
20-10642,5.0,8.19,026401 Electricians,026401,2024-11-04
90-11091K,6.0,9.99,026809 Preventive Maintenance,026809,2024-12-20
40-10436,3.0,41.15,026808 Facility Repair,026808,2025-03-06
20-12588,2.0,307.38,026401 Electricians,026401,2024-08-07
30-10671S,1.0,95.4,026803 Custodial Services,026803,2024-09-23
20-11261S,5.0,4.26,026401 Electricians,026401,2024-11-04
91-00344,6.0,16.95,026809 Preventive Maintenance,026809,2024-12-20
90-11222K,5.0,21.83,026809 Preventive Maintenance,026809,2024-12-20
35-10569K,10.0,15.92,026809 Preventive Maintenance,026809,2025-01-14
44-10488S,8.0,6.36,026402 Painters,026402,2025-02-05
44-10488S,10.0,5.94,026402 Painters,026402,2025-02-25
71-53034S,10.0,4.89,026403 Mechanicals,026403,2025-03-07
71-00662,1.0,88.57,026403 Mechanicals,026403,2025-03-12
30-10124S,180.0,4.42,026803 Custodial Services,026803,2024-07-23
22-50558,8.0,43.15,026401 Electricians,026401,2024-08-07
30-10538,10.0,76.84,026803 Custodial Services,026803,2024-10-30
30-10124S,180.0,4.42,026803 Custodial Services,026803,2024-11-26
55-54598S,4.0,8.506,026404 Plumbing,026404,2024-05-28
59-11465S,25.0,3.104,026404 Plumbing,026404,2024-05-28
59-11269,4.0,4.838,026404 Plumbing,026404,2024-05-28
90-11509K,6.0,10.13,026809 Preventive Maintenance,026809,2024-06-19
Plumbing Tool,1.0,341.13,026404 Plumbing,026404,2025-03-14
59-10271S,4.0,7.373,026404 Plumbing,026404,2024-05-28
71-00607,1.0,651.39,026403 Mechanicals,026403,2024-11-04
70-19064,4.0,236.9583,026403 Mechanicals,026403,2025-03-03
20-10507,20.0,0.53,026401 Electricians,026401,2024-05-30
91-00319K,6.0,15.39,026809 Preventive Maintenance,026809,2024-06-19
59-11962,6.0,25.245,026404 Plumbing,026404,2024-05-28
22-50558,2.0,43.15,026401 Electricians,026401,2024-05-15
55-53787S,50.0,1.409,026404 Plumbing,026404,2024-05-28
Tool Mechanical,1.0,69.93,026403 Mechanicals,026403,2024-05-31
Tool Mechanical,2.0,21.05,026403 Mechanicals,026403,2024-05-31
59-10272S,1.0,3.484,026404 Plumbing,026404,2024-06-07
59-11548,4.0,34.09,026404 Plumbing,026404,2024-05-28
59-11261S,6.0,1.189,026404 Plumbing,026404,2024-05-28
59-12102,2.0,16.304,026404 Plumbing,026404,2024-05-28
90-11055K,6.0,11.33,026809 Preventive Maintenance,026809,2024-06-19
58-00054,1.0,14703.2,026404 Plumbing,026404,2024-06-24
A&E Tool,1.0,79.89,026807 A&E Services,026807,2025-05-07
58-00394,1.0,30.67,026404 Plumbing,026404,2024-06-26
Mechanical Tool,5.0,46.55,026403 Mechanicals,026403,2024-07-17
Stores Tool,1.0,15.13,026804 Stores,026804,2024-07-29
20-11920S,2.0,71.1,026401 Electricians,026401,2024-12-04
58-00494,1.0,2836.0,026404 Plumbing,026404,2025-03-14
35-00059K,1.0,2.65,026804 Stores,026804,2025-03-19
35-51457K,1.0,1.17,026804 Stores,026804,2025-03-19
91-00328,6.0,30.57,026809 Preventive Maintenance,026809,2024-06-24
22-12950,25.0,4.2264,026401 Electricians,026401,2025-02-05
59-10936S,4.0,7.67,026404 Plumbing,026404,2025-02-14
Grounds Tool,4.0,22.0,026805 Grounds,026805,2025-03-07
59-10503S,4.0,0.63,026404 Plumbing,026404,2024-11-15
59-10933S,1.0,33.41,026404 Plumbing,026404,2025-01-28
58-00497,8.0,4.23,026404 Plumbing,026404,2025-03-14
35-10224K,1.0,6.28,026804 Stores,026804,2025-03-19
22-12852,1.0,1032.0,026401 Electricians,026401,2025-01-02
59-10272S,10.0,3.484,026404 Plumbing,026404,2024-06-24
59-10937S,3.0,4.6,026404 Plumbing,026404,2025-04-11
59-10936S,2.0,6.87,026404 Plumbing,026404,2025-04-11
Custodial Tool,1.0,357.61,026803 Custodial Services,026803,2024-07-17
15-26769,10.0,8.64,026400 Carpenters,026400,2024-07-29
58-00404,1.0,17647.0,026404 Plumbing,026404,2024-08-07
Carpentry Tool,1.0,13.49,026400 Carpenters,026400,2024-08-28
25-10523,2.0,31.78,026401 Electricians,026401,2025-04-17
22-12727,1.0,1003.9,026401 Electricians,026401,2025-04-18
22-12973,120.0,0.943,026401 Electricians,026401,2025-04-28
15-26151K,6.0,5.76,026400 Carpenters,026400,2024-08-21
59-10519S,8.0,0.87,026404 Plumbing,026404,2024-11-15
51-52409,6.0,11.91,026404 Plumbing,026404,2024-11-15
90-10390,35.0,87.64,026809 Preventive Maintenance,026809,2024-11-18
91-00349,1.0,157.0,026809 Preventive Maintenance,026809,2024-11-26
22-12957,6.0,26.96,026401 Electricians,026401,2025-03-11
35-10235K,1.0,6.47,026804 Stores,026804,2025-03-19
35-20520K,2.0,42.8,026804 Stores,026804,2025-03-26
20-10470,10.0,13.29,026401 Electricians,026401,2024-07-25
90-51760,1.0,16.21,026809 Preventive Maintenance,026809,2024-10-16
71-00567,1.0,483.6,026403 Mechanicals,026403,2024-10-07
30-10498S,24.0,4.87,026803 Custodial Services,026803,2024-10-11
71-00606,1.0,1881.75,026403 Mechanicals,026403,2024-11-05
58-00261,1.0,77.57,026404 Plumbing,026404,2024-09-27
59-10518S,8.0,0.63,026404 Plumbing,026404,2024-11-15
35-20531K,6.0,5.64,026804 Stores,026804,2025-03-26
35-10720,1.0,37.81,026809 Preventive Maintenance,026809,2024-06-25
91-00350,1.0,375.0,026809 Preventive Maintenance,026809,2024-11-26
22-12949,1.0,102.33,026401 Electricians,026401,2025-02-05
22-12340S,5.0,68.31,026401 Electricians,026401,2024-05-31
71-00602,1.0,85.8,026403 Mechanicals,026403,2025-01-23
30-10625,72.0,2.56,026803 Custodial Services,026803,2025-02-04
35-10219K,1.0,2.77,026804 Stores,026804,2025-03-19
91-00244,12.0,28.96,026809 Preventive Maintenance,026809,2024-05-30
91-00325,1.0,287.49,026809 Preventive Maintenance,026809,2024-06-12
59-11580S,10.0,5.049,026404 Plumbing,026404,2024-06-24
55-54410S,6.0,3.596,026404 Plumbing,026404,2024-06-24
Plumbing Tool,2.0,11.39,026404 Plumbing,026404,2025-04-09
Carpentry Tool,1.0,88.16,026400 Carpenters,026400,2024-07-23
30-10216,10.0,12.1,026803 Custodial Services,026803,2024-08-28
Paint Tool,24.0,2.03,026402 Painters,026402,2024-09-19
22-12894,5.0,58.94,026401 Electricians,026401,2024-06-24
90-10344,48.0,6.29,026809 Preventive Maintenance,026809,2025-05-05
90-52058,1.0,66.72,026809 Preventive Maintenance,026809,2024-10-17
25-10504,1.0,270.91,026401 Electricians,026401,2024-07-17
71-00562,2.0,117.17,026403 Mechanicals,026403,2024-07-26
20-10293S,12.0,26.23,026401 Electricians,026401,2024-12-04
25-10521,5.0,3.38,026909 Electrical_Elevator_Inventory,026909,2025-03-04
35-50218K,1.0,1.55,026804 Stores,026804,2025-03-19
15-20278K,2.0,8.12,026400 Carpenters,026400,2024-08-06
15-10999,12.0,7.0,026400 Carpenters,026400,2024-08-28
15-11074,2.0,4.33,026400 Carpenters,026400,2024-10-21
30-10690,10.0,101.7,026803 Custodial Services,026803,2024-10-30
30-10816,200.0,7.24,026803 Custodial Services,026803,2024-08-22
30-10813,8.0,66.77,026803 Custodial Services,026803,2024-10-29
35-10725,12.0,11.15,026400 Carpenters,026400,2024-08-05
59-10497,3.0,1.98,026404 Plumbing,026404,2024-11-15
58-00468,1.0,142.66,026404 Plumbing,026404,2025-01-14
58-00499,2.0,8.57,026404 Plumbing,026404,2025-03-14
91-00378,1.0,4388.99,026809 Preventive Maintenance,026809,2025-03-21
10-10000,882.0,8.38,026805 Grounds,026805,2025-02-10
A&E Tool,1.0,259.53,026807 A&E Services,026807,2025-03-12
A&E Tool,1.0,259.53,026807 A&E Services,026807,2025-03-12
90-10084,36.0,6.05,026809 Preventive Maintenance,026809,2024-11-18
59-11434,3.0,4.26,026404 Plumbing,026404,2024-11-22
91-00099,1.0,76.8,026809 Preventive Maintenance,026809,2024-12-04
35-10697,6.0,47.25,026400 Carpenters,026400,2024-12-10
90-12113,24.0,5.64,026809 Preventive Maintenance,026809,2024-12-19
22-12941,1.0,337.56,026401 Electricians,026401,2025-01-10
35-10168S,2.0,35.51,026809 Preventive Maintenance,026809,2025-01-14
35-20070K,3.0,17.13,026804 Stores,026804,2025-03-26
90-52058,2.0,78.36,026809 Preventive Maintenance,026809,2024-06-12
40-10338S,10.0,3.38,026808 Facility Repair,026808,2024-06-07
30-10813,10.0,55.95,026803 Custodial Services,026803,2025-02-06
71-00540,1.0,426.32,026403 Mechanicals,026403,2024-06-13
91-00377,2.0,207.78,026809 Preventive Maintenance,026809,2025-03-05
10-10000,833.0,8.13,026805 Grounds,026805,2024-05-30
40-10422S,30.0,3.25,026808 Facility Repair,026808,2024-06-07
40-10424,5.0,46.44,026808 Facility Repair,026808,2024-06-07
Grounds Tool,1.0,64.68,026805 Grounds,026805,2024-06-24
59-10501S,8.0,0.82,026404 Plumbing,026404,2024-11-15
59-10274S,10.0,4.631,026404 Plumbing,026404,2024-06-24
Custodial Tool,1.0,40.95,026803 Custodial Services,026803,2024-07-05
30-10009,20.0,22.51,026803 Custodial Services,026803,2024-08-28
35-20242K,18.0,1.96,026804 Stores,026804,2025-04-24
59-10500,2.0,9.81,026404 Plumbing,026404,2024-11-15
59-10498S,10.0,2.56,026404 Plumbing,026404,2025-01-28
58-00498,8.0,6.13,026404 Plumbing,026404,2025-03-14
35-20242K,10.0,1.96,026804 Stores,026804,2025-03-26
71-00689,2.0,584.12,026403 Mechanicals,026403,2025-05-12
30-10780S,30.0,4.27,026803 Custodial Services,026803,2024-06-26
22-12671,1.0,7433.0,026401 Electricians,026401,2024-11-04
58-11892S,24.0,3.45,026404 Plumbing,026404,2024-11-13
58-00482,5.0,3.67,026404 Plumbing,026404,2025-02-04
20-10538,1.0,387.0,026401 Electricians,026401,2025-04-01
58-00401,1.0,20.92,026404 Plumbing,026404,2024-07-12
40-10430,6.0,108.0,026808 Facility Repair,026808,2024-10-22
91-00353,1.0,46.23,026809 Preventive Maintenance,026809,2024-12-04
91-00376,12.0,5.17,026809 Preventive Maintenance,026809,2025-02-27
58-00385,5.0,1.45,026404 Plumbing,026404,2024-05-16
71-00437,2.0,484.6944,026403 Mechanicals,026403,2024-08-19
59-10273S,10.0,4.034,026404 Plumbing,026404,2024-06-24
55-54650,2.0,21.874,026404 Plumbing,026404,2024-06-24
55-54512,4.0,14.309,026404 Plumbing,026404,2024-06-24
35-10203K,2.0,6.94,026804 Stores,026804,2025-04-07
71-00554,6.0,30.45,026403 Mechanicals,026403,2024-07-23
20-11000,25.0,1.2404,026401 Electricians,026401,2024-07-24
30-10824S,2.0,259.54,026803 Custodial Services,026803,2025-04-15
58-00397,1.0,239.34,026404 Plumbing,026404,2024-07-09
22-12964,8.0,3.46,026401 Electricians,026401,2025-04-17
22-12966,1.0,3.46,026401 Electricians,026401,2025-04-17
20-10119S,2.0,18.87,026401 Electricians,026401,2025-04-24
Custodial Tool,1.0,23.99,026803 Custodial Services,026803,2024-07-05
35-10341K,16.0,3.86,026804 Stores,026804,2024-07-23
71-00555,6.0,33.0,026403 Mechanicals,026403,2024-07-23
22-10490S,10.0,1.27,026401 Electricians,026401,2024-08-27
91-00335,1.0,455.0,026809 Preventive Maintenance,026809,2024-10-02
20-10738,175.0,1.09,026401 Electricians,026401,2024-09-23
90-10668,1.0,912.06,026809 Preventive Maintenance,026809,2024-10-02
20-11057,25.0,2.1432,026401 Electricians,026401,2024-07-24
22-12692,1.0,3383.0,026401 Electricians,026401,2024-08-19
30-10119S,150.0,4.42,026803 Custodial Services,026803,2025-04-18
71-11227,1.0,23.23,026403 Mechanicals,026403,2024-10-28
71-00622,1.0,278.92,026403 Mechanicals,026403,2024-11-21
22-12826,1.0,158.87,026401 Electricians,026401,2024-11-25
15-11224,1.0,527.58,026400 Carpenters,026400,2024-12-04
91-00368,1.0,3178.8,026809 Preventive Maintenance,026809,2025-01-22
25-10510,6.0,90.0,026401 Electricians,026401,2024-12-04
59-12828,1.0,53.41,026404 Plumbing,026404,2025-01-14
15-11206,1.0,16.65,026400 Carpenters,026400,2024-05-21
71-51770,12.0,6.231,026403 Mechanicals,026403,2024-06-24
71-12424,12.0,11.526,026403 Mechanicals,026403,2024-06-24
20-11057,25.0,3.7412,026401 Electricians,026401,2024-05-15
20-11391S,6.0,3.58,026401 Electricians,026401,2024-05-15
70-11666,1.0,20.43,026403 Mechanicals,026403,2025-01-29
91-00371,2.0,95.53,026809 Preventive Maintenance,026809,2025-02-04
30-10460S,300.0,18.18,026803 Custodial Services,026803,2025-02-07
91-00086,4.0,182.53,026809 Preventive Maintenance,026809,2025-02-27
35-10768,1.0,99.36,026403 Mechanicals,026403,2025-03-14
70-11673,1.0,301.9467,026403 Mechanicals,026403,2025-03-20
71-51007,6.0,29.707,026403 Mechanicals,026403,2024-06-24
71-53069,12.0,30.501,026403 Mechanicals,026403,2024-06-24
20-11127,5.0,10.97,026401 Electricians,026401,2024-05-15
20-11159,10.0,27.773,026401 Electricians,026401,2024-05-15
59-12463,4.0,47.67,026404 Plumbing,026404,2024-06-13
71-12409,10.0,27.4583,026403 Mechanicals,026403,2024-11-25
30-10780S,180.0,4.27,026803 Custodial Services,026803,2024-06-12
70-11664,1.0,32.39,026403 Mechanicals,026403,2024-11-21
58-00430,10.0,4.25,026404 Plumbing,026404,2025-05-14
48-10175S,6.0,9.66,026808 Facility Repair,026808,2025-04-10
22-12963,5.0,47.09,026401 Electricians,026401,2025-04-17
Custodial Tool,2.0,25.63,026803 Custodial Services,026803,2024-07-29
15-11215,24.0,2.0,026400 Carpenters,026400,2024-07-31
20-10719,100.0,4.2797,026401 Electricians,026401,2024-09-26
20-10649S,100.0,0.8604,026401 Electricians,026401,2024-09-26
35-20402K,150.0,2.5,026804 Stores,026804,2024-07-23
22-10114,8.0,38.0,026401 Electricians,026401,2024-08-05
71-00588,1.0,76.88,026403 Mechanicals,026403,2024-09-30
30-10825S,1.0,337.83,026803 Custodial Services,026803,2025-04-15
35-10568K,9.0,15.51,026804 Stores,026804,2024-07-23
25-10486,1.0,209.88,026401 Electricians,026401,2024-08-21
70-19087,2.0,60.72,026403 Mechanicals,026403,2024-06-25
22-12967,1.0,87.19,026401 Electricians,026401,2025-04-17
20-11360,5.0,22.0,026401 Electricians,026401,2024-08-27
59-11667,3.0,5.66,026404 Plumbing,026404,2025-02-03
35-12495,4.0,49.8,026404 Plumbing,026404,2025-02-03
58-11952,6.0,18.53,026404 Plumbing,026404,2025-03-31
70-19055,6.0,520.81,026403 Mechanicals,026403,2025-03-03
35-20521K,4.0,5.32,026804 Stores,026804,2024-06-05
70-19141,2.0,96.97,026403 Mechanicals,026403,2025-05-14
35-12495,1.0,62.89,026404 Plumbing,026404,2024-05-15
35-57098S,6.0,2.273,026404 Plumbing,026404,2024-05-15
95-10069,4.0,172.96,026809 Preventive Maintenance,026809,2024-05-28
70-19111,6.0,101.2949,026403 Mechanicals,026403,2024-06-12
58-00389,1.0,33.0,026404 Plumbing,026404,2024-06-13
71-11850,4.0,19.68,026403 Mechanicals,026403,2025-03-24
59-10302S,1.0,5.423,026404 Plumbing,026404,2024-05-15
59-11240S,4.0,4.199,026404 Plumbing,026404,2024-06-24
59-10357S,4.0,7.841,026404 Plumbing,026404,2024-06-24
71-00684,2.0,159.9846,026403 Mechanicals,026403,2025-04-15
22-12905,1.0,492.46,026401 Electricians,026401,2024-08-26
22-12911,3.0,524.67,026401 Electricians,026401,2024-09-19
20-10929,2.0,217.33,026401 Electricians,026401,2024-09-27
15-11202,1.0,875.54,026400 Carpenters,026400,2024-12-13
15-11242,1.0,12.9,026400 Carpenters,026400,2025-02-11
70-11143,1.0,515.45,026403 Mechanicals,026403,2025-03-03
59-11548,5.0,26.48,026404 Plumbing,026404,2025-04-09
59-10357S,2.0,10.27,026404 Plumbing,026404,2024-08-16
71-00595,1.0,47.78,026403 Mechanicals,026403,2024-10-21
59-10321,3.0,20.26,026404 Plumbing,026404,2025-01-07
51-52002,10.0,2.57,026404 Plumbing,026404,2025-01-07
59-11584,10.0,13.22,026404 Plumbing,026404,2025-01-07
70-11235X,10.0,17.66,026403 Mechanicals,026403,2025-01-14
59-10220S,4.0,3.22,026404 Plumbing,026404,2025-02-03
59-10271S,6.0,4.47,026404 Plumbing,026404,2025-02-03
59-11240S,1.0,1.93,026404 Plumbing,026404,2025-03-14
71-00613,6.0,35.12,026403 Mechanicals,026403,2024-11-13
58-11941S,14.0,5.21,026404 Plumbing,026404,2025-02-03
35-12493,2.0,111.96,026404 Plumbing,026404,2025-02-03
22-12546,1.0,3799.0,026401 Electricians,026401,2025-02-05
35-12493,3.0,141.37,026404 Plumbing,026404,2024-05-15
35-20060K,2.0,23.02,026404 Plumbing,026404,2024-10-25
71-00602,1.0,89.71,026403 Mechanicals,026403,2024-10-30
20-11261S,5.0,4.26,026401 Electricians,026401,2025-03-24
22-12917,1.0,41.0,026401 Electricians,026401,2025-04-01
22-12287,1.0,2591.0,026401 Electricians,026401,2025-04-09
30-10124S,300.0,4.42,026803 Custodial Services,026803,2024-08-07
44-10562,1.0,127.32,026402 Painters,026402,2024-11-07
59-11465S,8.0,3.104,026404 Plumbing,026404,2024-05-15
55-54042,2.0,25.424,026404 Plumbing,026404,2024-05-15
35-10743,50.0,2.83,026804 Stores,026804,2024-06-05
59-11734S,4.0,16.107,026404 Plumbing,026404,2024-05-15
55-53787S,2.0,1.409,026404 Plumbing,026404,2024-05-15
59-13467,6.0,77.82,026404 Plumbing,026404,2025-03-14
71-00537,2.0,126.9359,026403 Mechanicals,026403,2024-06-13
71-00649,2.0,232.21,026403 Mechanicals,026403,2025-01-14
30-10358S,150.0,5.09,026803 Custodial Services,026803,2025-04-03
22-12890,1.0,208.97,026401 Electricians,026401,2024-05-28
22-12918,1.0,41.0,026401 Electricians,026401,2025-04-01
15-11246,2.0,94.49,026400 Carpenters,026400,2025-05-09
Carpenter Tool,1.0,94.17,026400 Carpenters,026400,2024-07-17
Carpenter Tool,1.0,94.17,026400 Carpenters,026400,2024-07-17
Carpenter Tool,1.0,94.17,026400 Carpenters,026400,2024-07-17
59-11246S,4.0,2.622,026404 Plumbing,026404,2024-06-24
20-12579,1.0,982.13,026401 Electricians,026401,2024-09-19
90-10214,1.0,310.45,026809 Preventive Maintenance,026809,2024-10-29
30-10549,4.0,64.45,026803 Custodial Services,026803,2024-05-31
44-10027,24.0,18.4,026402 Painters,026402,2024-06-24
44-10540,8.0,47.0,026402 Painters,026402,2024-06-24
30-10117S,450.0,4.45,026803 Custodial Services,026803,2024-07-24
22-11835S,300.0,0.8997,026401 Electricians,026401,2025-04-08
35-50371K,12.0,2.45,026804 Stores,026804,2025-04-15
44-10463S,1.0,95.88,026402 Painters,026402,2024-06-24
58-11957S,10.0,4.95,026404 Plumbing,026404,2024-08-05
59-11304,4.0,5.34,026404 Plumbing,026404,2024-08-05
22-12826,1.0,182.13,026401 Electricians,026401,2024-09-11
35-26827K,12.0,2.67,026804 Stores,026804,2025-04-15
35-50346K,12.0,3.15,026804 Stores,026804,2025-04-15
91-00381,2.0,172.32,026809 Preventive Maintenance,026809,2025-05-05
44-10220,2.0,13.15,026402 Painters,026402,2024-06-24
15-11211,1.0,9.36,026400 Carpenters,026400,2024-06-24
71-00550,6.0,181.77,026403 Mechanicals,026403,2024-07-09
44-10555S,6.0,5.94,026402 Painters,026402,2024-06-24
71-00568,1.0,634.5,026403 Mechanicals,026403,2024-08-16
71-00570,4.0,18.08,026403 Mechanicals,026403,2024-08-16
30-10814,3.0,107.82,026803 Custodial Services,026803,2024-07-05
30-10119S,240.0,4.42,026803 Custodial Services,026803,2024-09-23
30-10119S,750.0,4.42,026803 Custodial Services,026803,2024-11-04
59-11572S,10.0,2.29,026404 Plumbing,026404,2024-08-05
22-11555,1.0,58.82,026401 Electricians,026401,2024-12-26
35-20305K,4.0,8.79,026809 Preventive Maintenance,026809,2025-02-25
90-10603K,4.0,30.55,026809 Preventive Maintenance,026809,2025-03-04
90-10756K,2.0,55.96,026809 Preventive Maintenance,026809,2025-03-11
20-11921S,1.0,88.17,026401 Electricians,026401,2025-03-14
71-57023,1.0,46.9,026403 Mechanicals,026403,2025-03-17
22-50565,1.0,298.21,026401 Electricians,026401,2025-01-03
95-11038S,1.0,29.95,026809 Preventive Maintenance,026809,2025-02-05
35-10334K,4.0,29.4,026804 Stores,026804,2025-02-11
95-10147,2.0,87.24,026809 Preventive Maintenance,026809,2025-02-27
58-00411,1.0,68.25,026404 Plumbing,026404,2024-10-07
58-00347,1.0,219.02,026404 Plumbing,026404,2024-10-08
15-50330K,2.0,18.9,026400 Carpenters,026400,2024-10-09
22-56318,30.0,12.99,026401 Electricians,026401,2024-12-04
20-00047,1.0,297.4,026401 Electricians,026401,2025-02-04
71-53019S,24.0,1.28,026403 Mechanicals,026403,2024-11-04
59-13651,4.0,8.32,026404 Plumbing,026404,2025-01-22
35-20242K,4.0,1.96,026804 Stores,026804,2025-02-11
91-00067,12.0,14.89,026809 Preventive Maintenance,026809,2025-03-04
30-10548,4.0,49.02,026803 Custodial Services,026803,2024-05-31
15-11208,268.0,42.05,026400 Carpenters,026400,2024-05-31
30-10460S,5.0,18.18,026803 Custodial Services,026803,2024-07-29
59-12568,6.0,12.8,026404 Plumbing,026404,2024-08-05
57-11025,1.0,32.83,026404 Plumbing,026404,2024-10-28
58-00454,6.0,3.09,026404 Plumbing,026404,2025-01-03
90-10527,10.0,305.28,026809 Preventive Maintenance,026809,2024-05-28
15-26634,1.0,120.0,026400 Carpenters,026400,2024-05-31
35-51097,6.0,10.652,026404 Plumbing,026404,2024-06-24
22-50467,10.0,34.8,026401 Electricians,026401,2024-12-04
22-12902,1.0,0.99,026401 Electricians,026401,2025-04-10
35-50351K,12.0,1.97,026804 Stores,026804,2025-04-15
35-50273K,12.0,11.19,026804 Stores,026804,2025-04-15
44-10494S,12.0,3.84,026402 Painters,026402,2024-06-24
22-10033,1.0,34.41,026401 Electricians,026401,2024-07-23
Paint Tool,1.0,49.98,026402 Painters,026402,2024-08-06
Custodial Tool,2.0,120.77,026803 Custodial Services,026803,2024-08-19
Custodial Tool,1.0,73.7,026803 Custodial Services,026803,2024-09-05
71-51023,2.0,87.84,026403 Mechanicals,026403,2025-05-05
59-12451S,10.0,3.39,026404 Plumbing,026404,2024-08-05
59-12702,6.0,12.13,026404 Plumbing,026404,2024-08-05
59-11268,2.0,6.9,026404 Plumbing,026404,2024-08-05
58-11018,4.0,13.34,026404 Plumbing,026404,2024-08-05
59-11589S,10.0,0.9,026404 Plumbing,026404,2024-08-05
35-30032,16.0,11.98,026402 Painters,026402,2024-08-06
71-00569,1.0,22.95,026403 Mechanicals,026403,2024-08-16
22-12902,10.0,0.81,026401 Electricians,026401,2024-08-22
71-00589,1.0,230.95,026403 Mechanicals,026403,2024-09-30
58-00444,25.0,0.89,026404 Plumbing,026404,2024-12-20
58-00476,1.0,14.86,026404 Plumbing,026404,2025-01-28
30-10592S,50.0,2.23,026803 Custodial Services,026803,2024-07-24
58-00448,6.0,24.7,026404 Plumbing,026404,2025-01-03
35-10008K,1.0,24.91,026805 Grounds,026805,2025-05-12
44-10487S,24.0,3.99,026402 Painters,026402,2024-06-24
